,Status of existing checking account,Duration,Credit history,Purpose_business,Purpose_car (new),Purpose_car (used),Purpose_domestic appliances,Purpose_education,Purpose_furniture/equipment,Purpose_others,Purpose_radio/television,Purpose_repairs,Purpose_retraining,Credit amount,Savings account/bonds,Present employment since,Installment rate in percentage of disposable income,Sex,Other debtors_co-applicant,Other debtors_guarantor,Other debtors_none,Present residence since,Age,Housing,Number of existing credits at this bank,Job,Number of people being liable to provide maintenance for,Telephone,foreign worker
900,1,16,0,0,1,0,0,0,0,0,0,0,0,2625,1,4,2,0,0,1,0,4,43,0,1,2,1,1,1
901,0,20,0,0,1,0,0,0,0,0,0,0,0,3485,0,1,2,0,0,0,1,4,44,1,2,2,1,1,1
902,0,36,0,0,0,1,0,0,0,0,0,0,0,10477,0,4,2,0,0,0,1,4,42,2,2,2,1,0,1
903,0,15,3,0,0,0,0,0,0,0,1,0,0,1386,0,2,4,0,0,0,1,2,40,0,1,2,1,1,1
904,0,24,3,0,0,0,0,0,0,0,1,0,0,1278,1,4,4,0,0,0,1,1,36,1,1,3,1,1,1
905,1,12,3,0,0,0,0,0,0,0,1,0,0,1107,1,2,2,0,0,0,1,2,20,0,1,3,2,1,1
906,1,21,3,0,1,0,0,0,0,0,0,0,0,3763,0,3,2,0,1,0,0,2,24,1,1,1,1,0,0
907,2,36,3,0,0,0,0,1,0,0,0,0,0,3711,0,2,2,0,0,0,1,2,27,1,1,2,1,0,1
908,0,15,1,0,0,1,0,0,0,0,0,0,0,3594,1,1,1,1,0,0,1,2,46,1,2,1,1,0,1
909,2,9,3,0,1,0,0,0,0,0,0,0,0,3195,0,2,1,1,0,0,1,2,33,1,1,1,1,0,1
910,0,36,1,0,0,0,0,0,0,0,1,0,0,4454,1,2,4,1,0,0,1,4,34,1,2,2,1,0,1
911,2,24,0,0,0,0,0,0,1,0,0,0,0,4736,1,1,2,1,0,0,1,4,25,1,1,1,1,0,1
912,2,30,3,0,0,0,0,0,0,0,1,0,0,2991,0,4,2,1,0,0,1,4,25,1,1,2,1,0,1
913,0,11,3,1,0,0,0,0,0,0,0,0,0,2142,4,4,1,0,0,0,1,2,28,1,1,2,1,1,1
914,1,24,4,1,0,0,0,0,0,0,0,0,0,3161,1,2,4,0,0,0,1,2,31,0,1,2,1,1,1
915,2,48,2,0,0,0,0,0,0,1,0,0,0,18424,1,2,1,1,0,0,1,2,32,1,1,3,1,1,0
916,0,10,3,0,0,1,0,0,0,0,0,0,0,2848,2,2,1,0,1,0,0,2,32,1,1,2,2,0,1
917,1,6,3,0,1,0,0,0,0,0,0,0,0,14896,1,4,1,0,0,0,1,4,68,1,1,3,1,1,1
918,1,24,3,0,0,0,0,0,1,0,0,0,0,2359,2,0,1,0,0,0,1,1,33,1,1,2,1,0,1
919,1,24,3,0,0,0,0,0,1,0,0,0,0,3345,1,4,4,0,0,0,1,2,39,0,1,3,1,1,1
920,0,18,0,0,0,0,0,0,1,0,0,0,0,1817,1,2,4,1,0,0,1,2,28,1,2,2,1,0,1
921,0,48,1,0,0,0,0,0,0,0,1,0,0,12749,3,3,4,0,0,0,1,1,37,1,1,3,1,1,1
922,1,9,3,0,0,0,0,0,0,0,1,0,0,1366,1,1,3,1,0,0,1,4,22,0,1,2,1,0,1
923,2,12,3,0,1,0,0,0,0,0,0,0,0,2002,1,3,3,0,0,0,1,4,30,0,1,2,2,1,1
924,1,24,4,0,0,0,0,0,1,0,0,0,0,6872,1,1,2,0,0,0,1,1,55,1,1,2,1,1,1
925,1,12,4,0,1,0,0,0,0,0,0,0,0,697,1,1,4,0,0,0,1,2,46,1,2,2,1,1,1
926,1,18,0,0,0,0,0,0,1,0,0,0,0,1049,1,1,4,1,0,0,1,4,21,0,1,2,1,0,1
927,1,48,3,0,0,1,0,0,0,0,0,0,0,10297,1,3,4,0,0,0,1,4,39,2,3,2,2,1,1
928,0,30,3,0,0,0,0,0,0,0,1,0,0,1867,0,4,4,0,0,0,1,4,58,1,1,2,1,1,1
929,1,12,1,0,1,0,0,0,0,0,0,0,0,1344,1,2,4,0,0,0,1,2,43,1,2,1,2,0,1
930,1,24,3,0,0,0,0,0,1,0,0,0,0,1747,1,1,4,0,1,0,0,1,24,1,1,1,1,0,0
931,2,9,3,0,0,0,0,0,0,0,1,0,0,1670,1,1,4,1,0,0,1,2,22,1,1,2,1,1,1
932,0,9,0,0,1,0,0,0,0,0,0,0,0,1224,1,2,3,0,0,0,1,1,30,1,2,2,1,0,1
933,0,12,0,0,0,0,0,0,0,0,1,0,0,522,3,4,4,0,0,0,1,4,42,1,2,2,2,1,1
934,1,12,3,0,0,0,0,0,0,0,1,0,0,1498,1,2,4,1,0,0,1,1,23,1,1,2,1,0,1
935,2,30,1,0,0,0,0,0,0,0,1,0,0,1919,2,1,4,0,0,0,1,3,30,1,2,3,1,0,1
936,3,9,3,0,0,0,0,0,0,0,1,0,0,745,1,2,3,1,0,0,1,2,28,1,1,1,1,0,1
937,2,6,3,0,0,0,0,0,0,0,1,0,0,2063,1,1,4,0,0,0,1,3,30,0,1,3,1,1,1
938,2,60,3,0,0,0,0,1,0,0,0,0,0,6288,1,2,4,0,0,0,1,4,42,2,1,2,1,0,1
939,0,24,0,0,0,1,0,0,0,0,0,0,0,6842,0,2,2,0,0,0,1,4,46,1,2,3,2,1,1
940,0,12,3,0,1,0,0,0,0,0,0,0,0,3527,0,1,2,0,0,0,1,3,45,1,1,3,2,1,1
941,0,10,3,0,1,0,0,0,0,0,0,0,0,1546,1,2,3,0,0,0,1,2,31,1,1,1,2,0,0
942,0,24,3,0,0,0,0,0,1,0,0,0,0,929,0,3,4,0,0,0,1,2,31,1,1,2,1,1,1
943,0,4,0,0,1,0,0,0,0,0,0,0,0,1455,1,3,2,0,0,0,1,1,42,1,3,1,2,0,1
944,1,15,3,0,0,0,0,0,1,0,0,0,0,1845,1,1,4,1,0,1,0,1,46,0,1,2,1,0,1
945,2,48,2,0,1,0,0,0,0,0,0,0,0,8358,3,1,1,1,0,0,1,1,30,1,2,2,1,0,1
946,1,24,4,0,0,0,0,0,1,0,0,0,0,3349,3,1,4,0,0,0,1,4,30,2,1,2,2,1,1
947,0,12,3,0,1,0,0,0,0,0,0,0,0,2859,0,0,4,0,0,0,1,4,38,1,1,3,1,1,1
948,0,18,3,0,0,0,0,0,1,0,0,0,0,1533,1,1,4,0,1,0,0,1,43,1,1,1,2,0,1
949,0,24,3,0,0,0,0,0,0,0,1,0,0,3621,2,4,2,0,0,0,1,4,31,1,2,2,1,0,1
950,2,18,0,1,0,0,0,0,0,0,0,0,0,3590,1,0,3,0,0,0,1,3,40,1,3,0,2,1,1
951,1,36,1,1,0,0,0,0,0,0,0,0,0,2145,1,3,2,0,0,0,1,1,24,1,2,2,1,1,1
952,2,24,3,0,0,1,0,0,0,0,0,0,0,4113,3,1,3,1,0,0,1,4,28,0,1,2,1,0,1
953,0,36,3,0,0,0,0,0,1,0,0,0,0,10974,1,0,4,1,0,0,1,2,26,1,2,3,1,1,1
954,1,12,3,0,1,0,0,0,0,0,0,0,0,1893,1,2,4,1,0,1,0,4,29,1,1,2,1,1,1
955,1,24,0,0,0,0,0,0,0,0,1,0,0,1231,4,4,4,1,0,0,1,4,57,0,2,3,1,1,1
956,3,30,0,0,0,0,0,0,0,0,1,0,0,3656,0,4,4,0,0,0,1,4,49,1,2,1,1,0,1
957,2,9,0,0,0,0,0,0,0,0,1,0,0,1154,1,4,2,0,0,0,1,4,37,1,3,1,1,0,1
958,1,28,3,0,1,0,0,0,0,0,0,0,0,4006,1,2,3,0,0,0,1,2,45,1,1,1,1,0,1
959,2,24,3,0,0,0,0,0,1,0,0,0,0,3069,2,4,4,0,0,0,1,4,30,2,1,2,1,0,1
960,0,6,0,0,0,0,0,0,0,0,1,0,0,1740,1,4,2,0,0,0,1,2,30,0,2,2,1,0,1
961,2,21,1,0,1,0,0,0,0,0,0,0,0,2353,1,2,1,0,0,0,1,4,47,1,2,2,1,0,1
962,0,15,3,0,1,0,0,0,0,0,0,0,0,3556,0,2,3,0,0,0,1,2,29,1,1,2,1,0,1
963,0,24,3,0,0,0,0,0,0,0,1,0,0,2397,3,4,3,0,0,0,1,2,35,1,2,2,1,1,1
964,2,6,3,0,0,0,0,0,0,0,0,1,0,454,1,1,3,0,0,0,1,1,22,1,1,1,1,0,1
965,2,30,3,0,0,0,0,0,0,0,1,0,0,1715,0,2,4,1,0,0,1,1,26,1,1,2,1,0,1
966,2,27,0,0,0,0,0,0,0,0,1,0,0,2520,3,2,4,0,0,0,1,2,23,1,2,1,1,0,1
967,0,15,3,0,0,0,0,0,0,0,1,0,0,3568,1,4,4,1,0,0,1,2,54,0,1,3,1,1,1
968,0,42,3,0,0,0,0,0,0,0,1,0,0,7166,0,3,2,0,0,0,1,4,29,0,1,2,1,1,1
969,1,11,0,0,1,0,0,0,0,0,0,0,0,3939,1,2,1,0,0,0,1,2,40,1,2,1,2,0,1
970,2,15,3,0,0,0,0,0,0,0,0,1,0,1514,2,2,4,0,0,1,0,2,22,1,1,2,1,0,1
971,0,24,3,0,1,0,0,0,0,0,0,0,0,7393,1,2,1,0,0,0,1,4,43,1,1,1,2,0,1
972,1,24,4,0,1,0,0,0,0,0,0,0,0,1193,1,0,1,1,1,0,0,4,29,0,2,0,1,0,1
973,1,60,3,1,0,0,0,0,0,0,0,0,0,7297,1,4,4,0,1,0,0,4,36,0,1,2,1,0,1
974,0,30,0,0,0,0,0,0,0,0,1,0,0,2831,1,2,4,1,0,0,1,2,33,1,1,2,1,1,1
975,3,24,3,0,0,0,0,0,0,0,1,0,0,1258,3,2,3,1,0,0,1,3,57,1,1,1,1,0,1
976,2,6,3,0,0,0,0,0,0,0,1,0,0,753,1,2,2,1,0,1,0,3,64,1,1,2,1,0,1
977,2,18,1,1,0,0,0,0,0,0,0,0,0,2427,0,4,4,0,0,0,1,2,42,1,2,2,1,0,1
978,0,24,1,0,1,0,0,0,0,0,0,0,0,2538,1,4,4,0,0,0,1,4,47,1,2,1,2,0,1
979,2,15,4,0,1,0,0,0,0,0,0,0,0,1264,2,2,2,0,0,0,1,2,25,0,1,2,1,0,1
980,2,30,0,0,0,0,0,0,1,0,0,0,0,8386,1,3,2,0,0,0,1,2,49,1,1,2,1,0,1
981,0,48,3,1,0,0,0,0,0,0,0,0,0,4844,1,0,3,0,0,0,1,2,33,0,1,3,1,1,1
982,3,21,3,0,1,0,0,0,0,0,0,0,0,2923,2,2,1,1,0,0,1,1,28,1,1,3,1,1,1
983,1,36,3,0,0,1,0,0,0,0,0,0,0,8229,1,2,2,0,0,0,1,2,26,1,1,2,2,0,1
984,0,24,0,0,0,0,0,0,1,0,0,0,0,2028,1,3,2,0,0,0,1,2,30,1,2,1,1,0,1
985,1,15,0,0,0,0,0,0,1,0,0,0,0,1433,1,2,4,1,0,0,1,3,25,0,2,2,1,0,1
986,3,42,2,1,0,0,0,0,0,0,0,0,0,6289,1,1,2,0,0,0,1,1,33,1,2,2,1,0,1
987,0,13,3,0,0,0,0,0,0,0,1,0,0,1409,2,0,2,1,0,0,1,4,64,1,1,2,1,0,1
988,1,24,3,0,0,1,0,0,0,0,0,0,0,6579,1,0,4,0,0,0,1,2,29,2,1,3,1,1,1
989,2,24,0,0,0,0,0,0,0,0,1,0,0,1743,1,4,4,0,0,0,1,2,48,1,2,1,1,0,1
990,0,12,0,0,0,0,0,1,0,0,0,0,0,3565,0,1,2,0,0,0,1,1,37,1,2,1,2,0,1
991,0,15,4,0,0,0,0,0,0,0,1,0,0,1569,2,4,4,0,0,0,1,4,34,1,1,1,2,0,1
992,1,18,3,0,0,0,0,0,0,0,1,0,0,1936,0,3,2,0,0,0,1,4,23,0,2,1,1,0,1
993,1,36,3,0,0,0,0,0,1,0,0,0,0,3959,1,0,4,0,0,0,1,3,30,1,1,3,1,1,1
994,0,12,3,0,1,0,0,0,0,0,0,0,0,2390,0,4,4,0,0,0,1,3,50,1,1,2,1,1,1
995,0,12,3,0,0,0,0,0,1,0,0,0,0,1736,1,3,3,1,0,0,1,4,31,1,1,1,1,0,1
996,1,30,3,0,0,1,0,0,0,0,0,0,0,3857,1,2,4,0,0,0,1,4,40,1,1,3,1,1,1
997,0,12,3,0,0,0,0,0,0,0,1,0,0,804,1,4,4,0,0,0,1,4,38,1,1,2,1,0,1
998,1,45,3,0,0,0,0,0,0,0,1,0,0,1845,1,2,4,0,0,0,1,4,23,2,1,2,1,1,1
999,2,45,0,0,0,1,0,0,0,0,0,0,0,4576,2,0,3,0,0,0,1,4,27,1,1,2,1,0,1
